sample_id,sample_number,in_normalized_matrix,in_non_normalized_matrix,placeholder_condition,placeholder_group,placeholder_batch,placeholder_note,state_available,H,R,S,M,phi,H_raw,R_raw,S_raw,M_raw,mean_neighbor_distance,pca_explained_variance_pc1,pca_explained_variance_pc2,state_domain,phi_q90_flag,phi_q95_flag,S_high_flag,M_high_flag,R_low_flag,candidate_stable_shell,candidate_irreversible_shell
SAMPLE 141,141,True,True,,,,,True,1.4260808,-0.42659134,-0.4404156263042057,-0.23760684,1.5703851510183262,8.55216,-12.5488825,-2.693898677511918,0.40617648,4.866864784195223,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 84,84,True,True,,,,,True,-0.4200613,1.4829013,-0.200928522850509,-0.18734561,1.565540942838972,-3.0762134,-9.050198,-2.690954226324011,0.64863735,3.1173322397367693,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 200,200,True,True,,,,,True,-0.40815192,0.93679065,-1.156840487705818,0.09897512,1.5466870048213597,-3.0011992,-10.050814,-2.702706993299193,2.0298526,3.286006807712745,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 184,184,True,True,,,,,True,-0.15404665,0.9975127,-0.9255349478781294,-0.7154486,1.5450707603389062,-1.4006556,-9.939555,-2.699863132975638,-1.8989388,3.877803701983806,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 271,271,True,True,,,,,True,1.0020614,-0.0812372,0.727367711309928,0.92016023,1.544825272414052,5.8813705,-11.916104,-2.6795409898282445,5.991261,3.695734811691863,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 182,182,True,True,,,,,True,-1.279101,-0.33476213,-0.7707914194832095,0.18572167,1.5416799563443837,-8.4870825,-12.380628,-2.6979605889161355,2.4483192,3.545310276337036,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 8,8,True,True,,,,,True,0.52366644,-0.18966901,-0.2831149649056288,1.3991826,1.5323402952348772,2.8680842,-12.114779,-2.69196469395859,8.302072,3.592262612948757,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 265,265,True,True,,,,,True,0.5097552,0.9564985,-1.0307477844824608,0.26469874,1.5189622007480186,2.780461,-10.014704,-2.70115670602093,2.8293056,3.834064332602471,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 194,194,True,True,,,,,True,1.1874753,0.07618375,-0.5443470446809576,-0.7512044,1.5088151828084126,7.0492454,-11.627668,-2.695176495748838,-2.071425,4.844959503321393,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 297,297,True,True,,,,,True,0.066422604,1.268649,-0.6144995539649731,0.5202582,1.5040480405970251,-0.011976626,-9.442763,-2.696039008328084,4.062128,3.411537428741534,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 219,219,True,True,,,,,True,-0.7837635,0.23355055,-1.1731961495323042,-0.44051212,1.496419485144718,-5.3670797,-11.339332,-2.702908083241822,-0.5726416,4.366303708739383,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 174,174,True,True,,,,,True,-0.44233415,0.49879226,0.534596502417636,-1.2211177,1.490427860990879,-3.2165043,-10.85334,-2.6819110774314248,-4.3382936,4.387467124642194,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 27,27,True,True,,,,,True,-0.12058508,0.13492273,-0.77580373004884,1.2561791,1.487481836650629,-1.1898898,-11.520043,-2.69802221437983,7.612221,3.497156257176418,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 37,37,True,True,,,,,True,-0.8170321,-0.019834872,-1.0878503399989985,-0.5965607,1.485677599523555,-5.57663,-11.803599,-2.7018587717480544,-1.3254219,4.55115600465526,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 124,124,True,True,,,,,True,-0.30410773,0.8239685,-0.092638584093056,-1.189006,1.4811221120215148,-2.3458517,-10.257533,-2.689622820857017,-4.183386,4.366616880118292,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 134,134,True,True,,,,,True,-0.0014506882,0.22716883,-0.1993994720943619,-1.4441458,1.4754405827701615,-0.43949297,-11.351025,-2.690935426917904,-5.414184,4.490013906132983,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 76,76,True,True,,,,,True,1.3640046,-0.4175733,0.2905201675341203,-0.22377357,1.4728722271011148,8.161159,-12.532359,-2.684911952400572,0.47290838,5.166905591528189,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 18,18,True,True,,,,,True,-1.1385368,0.06170629,0.514012830123595,-0.7587066,1.4628460841615347,-7.601705,-11.654195,-2.682164150008042,-2.1076162,4.281622332374632,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 282,282,True,True,,,,,True,-0.5883258,0.99448293,-0.6496080195565093,-0.6034019,1.456436743551749,-4.136068,-9.9451065,-2.696470660645581,-1.3584238,3.523777886040992,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 57,57,True,True,,,,,True,-0.65062374,-0.18264706,0.2567901890172911,1.2506514,1.4445557409724563,-4.5284667,-12.101913,-2.6853266564655494,7.5855556,3.156266777767215,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 157,157,True,True,,,,,True,-1.2496487,-0.35316616,-0.5657721803795571,-0.27784052,1.443482510612893,-8.30157,-12.414349,-2.695439913967811,0.2120886,4.758866135736474,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 311,311,True,True,,,,,True,0.42148513,0.38828316,-0.9787502980116596,0.8914657,1.4425937664904218,2.2244706,-11.055821,-2.7005174062064548,5.8528385,3.7394478014523167,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 309,309,True,True,,,,,True,0.24789096,1.4044545,0.1174932556425798,-0.16179097,1.440112234891369,1.1310458,-9.193933,-2.687039287396535,0.7719133,3.897351585349068,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 273,273,True,True,,,,,True,0.06942184,1.2137564,-0.724690209304277,-0.25000244,1.4372547601328562,0.006914823,-9.543341,-2.6973937827661687,0.34637982,3.981555462933114,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 339,339,True,True,,,,,True,-0.1252554,0.2489597,-0.5543133226408455,1.2872123,1.4289326573551204,-1.219307,-11.311098,-2.695299029357349,7.761925,3.526691709325678,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 49,49,True,True,,,,,True,-0.30875555,1.1955267,0.6653453029182104,0.24758524,1.4242882087184652,-2.375127,-9.576742,-2.6803035442682632,2.7467499,2.961292975901366,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 17,17,True,True,,,,,True,1.3682858,-0.09939712,0.0622003115292065,-0.36369434,1.4206435898960663,8.188125,-11.949378,-2.687719104274478,-0.20207144,4.438532165175364,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 298,298,True,True,,,,,True,-0.23523358,1.2264762,-0.6401200488067914,0.17983378,1.4148047763354787,-1.912031,-9.520035,-2.6963540077388406,2.419916,3.4792004263294545,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 11,11,True,True,,,,,True,0.6084672,0.27306414,1.0656922594372165,-0.64031,1.4108484281058131,3.4022226,-11.2669325,-2.675381349900811,-1.5364691,4.236172836701017,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 113,113,True,True,,,,,True,0.1585471,0.65050656,-0.6623158616654075,1.0483642,1.4092642403787288,0.56829184,-10.57536,-2.6966269012959283,6.609719,3.150607782097582,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 308,308,True,True,,,,,True,-1.2912241,-0.31195995,0.0894728783343146,0.45835108,1.4080730834712722,-8.563443,-12.338848,-2.687383792933832,3.763487,3.274486329771493,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 252,252,True,True,,,,,True,-1.1102422,-0.2968891,-0.6300091631323209,0.51020455,1.4064143213892957,-7.423485,-12.311234,-2.696229696204292,4.0136294,4.138379031976595,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 104,104,True,True,,,,,True,-0.6536779,1.0851842,-0.6077443827386777,0.0489542,1.405940728147426,-4.5477037,-9.778918,-2.695955954703672,1.788551,3.0298559782009167,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 4,4,True,True,,,,,True,-0.062054176,0.99712026,-0.4087704571059603,-0.9007549,1.4058991002123578,-0.8212187,-9.940274,-2.6935096058053687,-2.792859,4.473848832038912,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 66,66,True,True,,,,,True,0.5888922,0.5409583,0.6204052896745106,-0.9751788,1.4054558870621026,3.2789247,-10.776081,-2.680856073709188,-3.151881,4.0336327464203405,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 129,129,True,True,,,,,True,0.86706716,0.69823295,0.81671636249341,0.26050335,1.4050702280134046,5.031077,-10.487913,-2.678442464110905,2.809067,2.978093306404588,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 207,207,True,True,,,,,True,0.34737244,0.8941692,0.2300478669885942,-0.999321,1.404197504812067,1.757654,-10.128907,-2.68565544854132,-3.268343,3.768568010932813,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 330,330,True,True,,,,,True,0.04788295,0.75986123,-1.037517213897642,0.5590937,1.4031071159564137,-0.12875311,-10.374994,-2.701239934947229,4.249471,3.772540242660496,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 22,22,True,True,,,,,True,-0.34504506,1.2096612,-0.5641630038034919,-0.24454945,1.400150256779627,-2.6037054,-9.550844,-2.6954201294290505,0.37268522,3.361466904575757,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 168,168,True,True,,,,,True,0.51992553,-1.0963908,-0.3424848995301135,0.6036471,1.3978845314505746,2.8445213,-13.776129,-2.692694636707114,4.4643974,7.351735553948223,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 3,3,True,True,,,,,True,-1.0074496,0.24962282,-0.7682854428105566,0.5304543,1.3960338841656652,-6.7760205,-11.309883,-2.6979297783802685,4.1113143,3.133154597436144,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 248,248,True,True,,,,,True,0.4453154,0.45807788,-1.108921590771689,-0.53819585,1.3883454153062404,2.3745713,-10.927939,-2.702117839015033,-1.0438691,5.568047133426711,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 88,88,True,True,,,,,True,0.46048748,-0.07201306,-0.73524918346152,1.0790297,1.3864094119981445,2.4701364,-11.899203,-2.6975236034686283,6.7576494,4.382256960333098,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 38,38,True,True,,,,,True,0.23600294,-0.35585243,0.6001687255264572,1.1563876,1.371044515473298,1.0561662,-12.4192705,-2.68110487865311,7.130825,4.48624259986538,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 126,126,True,True,,,,,True,-0.33512193,1.1093829,0.4440045235195985,0.5793226,1.3695954403166126,-2.5412023,-9.73458,-2.6830248896410778,4.3470554,2.853631887103185,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 333,333,True,True,,,,,True,-0.47695276,1.0141928,-0.5492802455521011,-0.5546984,1.365822154069729,-3.4345582,-9.908993,-2.69523714857296,-1.1234777,3.969978935613313,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 303,303,True,True,,,,,True,0.49319607,0.39426935,-0.356086583444734,-1.1516922,1.360839129695589,2.6761594,-11.044853,-2.692861866982909,-4.003384,4.583241953041393,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 6,6,True,True,,,,,True,-1.1977948,0.041815206,-0.4237058534590815,0.48469415,1.3604837377957404,-7.974956,-11.69064,-2.693693233837524,3.8905666,2.912440608686785,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 257,257,True,True,,,,,True,0.37295836,0.78431755,0.4471383522142844,-0.9350113,1.3521948298670905,1.918813,-10.330184,-2.682986359776673,-2.9581122,3.801405941431442,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 277,277,True,True,,,,,True,-0.16787224,-0.5203609,1.2173712685300184,0.1705467,1.345375611541786,-1.4877393,-12.720693,-2.673516483559103,2.375115,6.022068390545628,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 86,86,True,True,,,,,True,-0.44322246,0.8076365,-0.4825238576531471,0.848037,1.3419086683514183,-3.2220995,-10.287457,-2.694416390699927,5.6433377,3.0955352733442747,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 300,300,True,True,,,,,True,-0.15243146,1.1018779,-0.5332850051913345,-0.5263866,1.341210661223907,-1.3904818,-9.748331,-2.6950404899479152,-0.9869015,4.020003432513364,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 361,361,True,True,,,,,True,0.746019,0.6020519,0.6379366710382247,-0.67698616,1.3357710583525066,4.2686257,-10.664142,-2.680640528504717,-1.7133955,4.138378868159561,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 155,155,True,True,,,,,True,1.1595466,0.05920377,-0.6281661079917735,0.16652596,1.3305551417891068,6.873329,-11.65878,-2.6962070361703288,2.3557189,3.341742328570649,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 345,345,True,True,,,,,True,0.5055028,0.80210423,-0.8403372675918277,-0.39867258,1.3281607095490524,2.7536764,-10.297594,-2.6988156427045205,-0.37080675,4.674680132633099,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 291,291,True,True,,,,,True,0.94729584,0.45187154,0.7250215235968361,0.36686218,1.3273286736991188,5.5364165,-10.939311,-2.6795698357873765,3.3221436,3.1353901549531416,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 301,301,True,True,,,,,True,-0.3268408,0.8822526,-0.6337597054166152,-0.6655361,1.3152125930691356,-2.4890413,-10.150742,-2.696275808452196,-1.6581606,3.5503670808508607,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 159,159,True,True,,,,,True,-0.27222508,1.2112279,-0.1711436521419932,0.3981645,1.314916187194086,-2.145031,-9.547974,-2.690588026655325,3.4731464,3.1617282586047737,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 181,181,True,True,,,,,True,0.12703444,0.06446125,0.2590416480198031,-1.2756845,1.3094908979356228,0.36980176,-11.649147,-2.6852989751790046,-4.6015244,5.110581587208392,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 120,120,True,True,,,,,True,-0.9416206,0.28509998,-0.6510738318708426,0.5615045,1.3065663911194418,-6.361381,-11.24488,-2.696488682546335,4.261101,3.310181864635838,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 261,261,True,True,,,,,True,-1.1405722,0.37777707,-0.4962362676186092,0.12835899,1.3062721181169286,-7.614526,-11.075071,-2.6945849823327523,2.1716008,2.820282792025661,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 52,52,True,True,,,,,True,0.511018,0.47339803,1.031221214603781,0.39332062,1.3051296376416832,2.788415,-10.899869,-2.675805165243869,3.4497795,3.559366127592701,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 222,222,True,True,,,,,True,-0.16383716,0.73168075,-0.5162271449921261,0.9350875,1.3050204662395568,-1.4623234,-10.426628,-2.6948307666016373,6.0632706,3.223929702104793,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 260,260,True,True,,,,,True,-1.1405258,0.1500383,0.6091952942682561,-0.07686929,1.3039702515286575,-7.614233,-11.492348,-2.6809938986016952,1.1815767,3.510773549376366,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 202,202,True,True,,,,,True,0.76318944,-0.3904177,-0.0324821798814698,-0.9712109,1.2958355611752927,4.376778,-12.482603,-2.688883208605307,-3.1327398,5.480897374421724,0.13508506,0.11744216,D2,False,False,False,False,False,False,False
SAMPLE 15,15,True,True,,,,,True,-0.15579997,0.5202438,-0.4349194110154072,-1.0855876,1.2894117622687462,-1.4116993,-10.814035,-2.69383110252603,-3.6844947,4.849668702732075,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 12,12,True,True,,,,,True,0.13005774,1.2017758,-0.4238304758959733,0.1297121,1.2874927288879665,0.38884473,-9.565292,-2.6936947660481403,2.1781282,3.669529814785959,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 67,67,True,True,,,,,True,-0.79688364,0.69563884,-0.6262816197602571,0.37720808,1.2858660647234308,-5.4497204,-10.492666,-2.696183866723908,3.3720522,3.211349632297709,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 190,190,True,True,,,,,True,-0.24080923,0.66726065,-0.5617095768668525,0.9048422,1.279641716346269,-1.9471507,-10.544662,-2.6953899649828075,5.917367,3.049596714432479,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 275,275,True,True,,,,,True,1.1116711,0.3221517,-0.4575522760452784,0.2703176,1.2735855206029352,6.571774,-11.176991,-2.694109369561549,2.8564112,2.9533458974563653,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 218,218,True,True,,,,,True,0.859034,-0.16331083,-0.2183712963377719,0.897452,1.2718946368491697,4.9804783,-12.066484,-2.6911686821104577,5.8817163,4.460015766687624,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 93,93,True,True,,,,,True,0.21810943,0.3660863,-0.2879563449065995,1.1606591,1.269503534564528,0.9434596,-11.096492,-2.6920242178615035,7.151431,4.165615902701571,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 267,267,True,True,,,,,True,0.52663636,0.9067058,0.0820486574348857,0.6975898,1.2620716350077563,2.8867912,-10.105937,-2.687475072404548,4.917578,3.2934104877833983,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 151,151,True,True,,,,,True,1.0492533,-0.09229294,-0.2985306392017516,0.6255916,1.2609266198324118,6.178621,-11.936361,-2.692154226922324,4.5702577,4.377434499005587,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 201,201,True,True,,,,,True,-0.48711976,0.7506105,-0.7928078292038718,-0.38268256,1.2552656776375848,-3.4985974,-10.391944,-2.698231276743666,-0.29367077,5.043845821187167,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 208,208,True,True,,,,,True,-0.6404171,1.0094861,0.3545701761737639,-0.015251999,1.2470560701168851,-4.4641776,-9.917617,-2.6841244689774366,1.4788194,2.887100182757763,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 149,149,True,True,,,,,True,-0.3443392,1.0649501,-0.3026058879653966,-0.4586627,1.2468480029660494,-2.5992594,-9.815992,-2.6922043313784307,-0.66019994,3.5430276327128314,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 199,199,True,True,,,,,True,0.05939903,0.8712047,-2.0950268188812203e-05,-0.8877456,1.2452381540782065,-0.05621626,-10.170984,-2.688484103581624,-2.7301023,3.617172107779783,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 189,189,True,True,,,,,True,-1.0826553,-0.065968074,-0.227205870511964,-0.5511816,1.2377067419128391,-7.249722,-11.888127,-2.6912773016229354,-1.1065127,4.9805637029205325,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 80,80,True,True,,,,,True,-0.34146985,0.7424159,-0.6752527959867898,0.6268498,1.2315396931343878,-2.581186,-10.406959,-2.696785958594134,4.5763273,3.7843093853583953,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 244,244,True,True,,,,,True,-0.014778077,1.2263227,0.0927786648183042,0.0,1.2299160706150678,-0.52343875,-9.520316,-2.687343148879102,1.5523952,3.8148641772680256,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 304,304,True,True,,,,,True,-0.3107266,0.78527516,-0.5801353675373703,0.67917365,1.2292444886405407,-2.3875422,-10.328429,-2.695616506790051,4.8287387,3.2297901028910885,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 75,75,True,True,,,,,True,0.40650567,0.15910265,-0.4289617229574377,1.0643023,1.2277247642337514,2.1301188,-11.4757395,-2.6937578538148204,6.686605,3.61611598053018,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 214,214,True,True,,,,,True,0.5151309,0.71156067,-0.8397355806725434,-0.14586952,1.223973917661325,2.8143213,-10.463493,-2.6988082450712505,0.84871864,3.785711645266233,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 281,281,True,True,,,,,True,1.1435567,0.02575806,0.3933572629884381,-0.18115059,1.2230825487550523,6.772614,-11.720061,-2.683647588668644,0.6785223,3.556995148097032,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 306,306,True,True,,,,,True,-0.11304059,0.506127,-0.1461340269844239,-1.0934325,1.2189719714927911,-1.1423689,-10.839901,-2.6902805377782943,-3.722339,4.276186859612399,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 94,94,True,True,,,,,True,0.91737676,0.63385236,0.4524328405318999,0.029040424,1.2036975192840411,5.3479643,-10.605875,-2.6829212649878875,1.6924866,4.009376322069686,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 10,10,True,True,,,,,True,0.30392963,0.5654255,-0.3593731122162891,0.9446474,1.1973249065660685,1.484019,-10.731251,-2.6929022742675017,6.1093874,3.802267351109822,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 253,253,True,True,,,,,True,0.9109816,0.5071607,0.3051822055757213,0.50263286,1.1970277530858549,5.3076825,-10.838007,-2.6847316852600613,3.977103,3.472590869045576,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 111,111,True,True,,,,,True,0.20408253,1.0158199,-0.4849159462867157,0.3510853,1.1966386602274954,0.8551078,-9.906012,-2.694445801002683,3.2460356,3.829082696804917,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 28,28,True,True,,,,,True,1.0890492,0.078478076,-0.4889878621154501,-0.022727864,1.1965837770292604,6.429285,-11.623465,-2.69449586448095,1.4427557,3.9614004556743176,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 227,227,True,True,,,,,True,0.6523811,0.71720904,-0.1108502300985214,0.6901136,1.1952131549312404,3.678825,-10.453144,-2.689846729793829,4.881513,3.278995116155176,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 5,5,True,True,,,,,True,1.0899402,0.04652461,-0.3688839819014509,0.3044538,1.1911765628455773,6.434897,-11.682012,-2.6930192087125664,3.0210845,4.111379174454981,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 280,280,True,True,,,,,True,0.8275386,0.30053568,-0.7942610806886392,0.057340566,1.187131196322136,4.782097,-11.216598,-2.698249144211262,1.8290069,5.174198417311288,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 247,247,True,True,,,,,True,0.0017480897,1.0461589,-0.1384549557968869,0.5342141,1.1827958245745174,-0.4193447,-9.850423,-2.6901861249687773,4.1294518,3.823760681032264,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 108,108,True,True,,,,,True,-0.36325362,0.7469296,0.3366672282741296,-0.7611194,1.1757995710786366,-2.7183964,-10.398688,-2.684344582526141,-2.1192555,4.159468335467296,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 263,263,True,True,,,,,True,0.73126453,-0.12903701,-0.3662389025916007,0.8240774,1.1681750449794346,4.175691,-12.003686,-2.692986687934605,5.527756,4.172553479529468,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 116,116,True,True,,,,,True,-0.8991066,0.7444578,-0.0013107485778248,0.038961504,1.1679596818875122,-6.0935965,-10.403217,-2.6884999614216083,1.7403461,3.0657544296747625,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 69,69,True,True,,,,,True,-0.52117187,0.81887233,-0.3964382089107652,0.48950967,1.157132227172004,-3.7130828,-10.2668705,-2.6933579830151464,3.913797,3.2033067365912755,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 21,21,True,True,,,,,True,0.50947124,-0.2790243,-0.1772051709655732,0.9845659,1.1568004327505546,2.7786725,-12.2785015,-2.6906625519472644,6.301955,4.997838086603847,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 250,250,True,True,,,,,True,0.58822066,0.28406212,-0.9388394694197798,0.16598296,1.155709613443424,3.274695,-11.246781,-2.700026709693102,2.3530993,4.417896082088792,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 316,316,True,True,,,,,True,0.7576554,0.55116826,0.6720186137469454,-0.014156605,1.1530991058356428,4.3419204,-10.757374,-2.680221497102827,1.4841036,3.726168122061895,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 30,30,True,True,,,,,True,0.048802305,0.6993005,0.9029157247867488,0.13914123,1.1515294152529258,-0.122962326,-10.485957,-2.6773826583383133,2.2236145,4.245505370446281,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 83,83,True,True,,,,,True,0.41197175,-0.39376187,-0.2955878000442645,-0.9517438,1.1480232942846538,2.1645484,-12.48873,-2.692118045240187,-3.0388298,5.3423070960675005,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 195,195,True,True,,,,,True,0.9239085,0.21699218,0.3442140490435826,0.54202396,1.145847190227767,5.389106,-11.369671,-2.684251795711907,4.1671267,4.079159187788342,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 342,342,True,True,,,,,True,-0.5408212,0.8411858,-0.3331509974245588,-0.44250268,1.1431882295874576,-3.8368485,-10.2259865,-2.6925798780468515,-0.5822438,3.8145937415579096,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 357,357,True,True,,,,,True,0.90576065,0.32613134,-0.445929142845325,-0.3717323,1.1241893433141523,5.2747974,-11.1697,-2.6939664652136144,-0.24084666,4.264009417636465,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 352,352,True,True,,,,,True,-0.2527037,0.37237543,-0.9676074586606646,-0.33738887,1.1192042079189894,-2.022071,-11.084969,-2.7003804069856594,-0.075173415,5.173023276281031,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 236,236,True,True,,,,,True,0.18213986,1.0646144,-0.212262313245777,-0.17763983,1.1149843159664083,0.7168965,-9.816607,-2.6910935732538106,0.6954582,4.241853448029194,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 362,362,True,True,,,,,True,0.15142165,0.44724596,-0.0529200768652142,1.0065486,1.1130580373237984,0.5234105,-10.947786,-2.689134488900505,6.408,3.239294548455789,0.13508506,0.11744216,D1,False,False,False,True,False,False,False
SAMPLE 349,349,True,True,,,,,True,0.8261155,0.72558373,-0.1107551129859253,0.09007041,1.1087460995720932,4.773133,-10.437799,-2.689845560345909,1.9868962,3.94446207153816,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
SAMPLE 48,48,True,True,,,,,True,1.0774375,-0.14631262,-0.0767610556778908,0.054213304,1.0913800215736416,6.356146,-12.035339,-2.689427609479332,1.813921,4.018716708057744,0.13508506,0.11744216,D1,False,False,False,False,False,False,False
