gene_id,mean_d1,mean_d2,delta_mean_d1_minus_d2,detected_frac_d1,detected_frac_d2,delta_detected_frac_d1_minus_d2,u_statistic,p_value,q_value_bh,abs_delta_mean
ENSG00000169714,2.4063004846526663,468.31140456182555,-465.9051040771729,0.029079159935379663,0.6974789915966122,-0.6683998316612325,818598.5,0.0,0.0,465.9051040771729
ENSG00000139644,0.8206785137318257,460.3058823529417,-459.4852038392099,0.025040387722132487,0.7118847539015332,-0.6868443661794007,772708.5,0.0,0.0,459.4852038392099
ENSG00000158710,0.6793214862681746,460.0696278511414,-459.3903063648732,0.031502423263327965,0.7570228091236189,-0.7255203858602909,658312.5,0.0,0.0,459.3903063648732
ENSG00000142534,6.852988691437799,464.20240096038725,-457.34941226894944,0.10823909531502438,0.9423769507802686,-0.8341378554652442,280874.0,0.0,0.0,457.34941226894944
ENSG00000143761,1.0920840064620363,454.7188475390159,-453.62676353255387,0.030694668820678533,0.6830732292916912,-0.6523785604710127,853069.5,0.0,0.0,453.62676353255387
ENSG00000138326,6.081583198707594,448.3555822328951,-442.27399903418745,0.09046849757673672,0.9296518607442551,-0.8391833631675184,304645.0,0.0,0.0,442.27399903418745
ENSG00000166913,5.4394184168012965,447.4470588235296,-442.0076404067283,0.04281098546042001,0.8158463385353795,-0.7730353530749594,526044.5,0.0,0.0,442.0076404067283
ENSG00000156976,1.191437802907916,439.8412965186078,-438.6498587156999,0.027463651050080792,0.7351740696278221,-0.7077104185777413,714525.0,0.0,0.0,438.6498587156999
ENSG00000119335,1.0258481421647818,438.7442977190895,-437.71844957692474,0.035541195476575124,0.7855942376950454,-0.7500530422184704,592836.0,0.0,0.0,437.71844957692474
ENSG00000147162,2.949111470113084,436.6122448979599,-433.6631334278468,0.0630048465266558,0.8146458583433027,-0.7516410118166469,550170.5,0.0,0.0,433.6631334278468
ENSG00000104904,3.929725363489499,433.43553421368665,-429.5058088501971,0.04684975767366717,0.8266506602640702,-0.779800902590403,505894.0,0.0,0.0,429.5058088501971
